GeneA_HOG	GeneA_ID	GeneB_HOG	GeneB_ID	Overlapping_branches	Slope	P_R2	P_Pval	S_R2	S_Pval	P_FDR_Corrected_Pval	S_FDR_Corrected_Pval
HOG0000045	Atha__AT5G13910, Atha__AT1G28160	HOG0006970	Atha__AT1G52340	14	0.7842406456525677	0.8656640055779131	1.40957027113895e-06	0.7767226180412993	3.109511008397839e-05	0.001661603112874472	0.023514127275041066
HOG0000084	Atha__AT1G19890	HOG0009029	Atha__AT2G03370, Atha__AT2G03360	3	7.809699225540969	0.9999999984326224	2.520385285825865e-05	1.0	0.0	0.00995557172725604	0.0
HOG0000084	Atha__AT1G19890	HOG0011193	Atha__AT2G35880	3	7.37075243659817	0.9999999984599166	2.4983440309528063e-05	1.0	0.0	0.009903880695444286	0.0
HOG0000084	Atha__AT1G19890	HOG0013376	Atha__AT1G52670, Atha__AT3G15690	3	5.978396164164049	0.9999999985704612	2.407011043942277e-05	1.0	0.0	0.009688192606827847	0.0
HOG0000084	Atha__AT1G19890	HOG0014946	Atha__AT1G80100	3	3.589320518688924	0.9999999989271636	2.0851960354836545e-05	1.0	0.0	0.008877149468931948	0.0
HOG0000084	Atha__AT1G19890	HOG0015114	Atha__AT5G66050	3	8.578259059278718	0.999999998391108	2.553545418060963e-05	1.0	0.0	0.010035693942690594	0.0
HOG0000084	Atha__AT1G19890	HOG0015627	Atha__AT5G64980	3	10.66869289404027	0.9999999983068342	2.619569170689298e-05	1.0	0.0	0.010191029839416617	0.0
HOG0000084	Atha__AT1G19890	HOG0015904	Atha__AT4G32780	3	6.898582438527696	0.9999999984928304	2.4715033501131397e-05	1.0	0.0	0.009841784871503736	0.0
HOG0000084	Atha__AT1G19890	HOG0016383	Atha__AT2G43310	3	6.02507318360835	0.9999999985660086	2.4107567523085697e-05	1.0	0.0	0.009695276770389174	0.0
HOG0000084	Atha__AT1G19890	HOG0016438	Atha__AT4G26240	3	4.599599947387754	0.9999999987374322	2.2620775122324016e-05	1.0	0.0	0.009328054465949517	0.0
HOG0000084	Atha__AT1G19890	HOG0017000	Atha__AT1G01840	3	6.565048045516997	0.9999999985186814	2.450215960169664e-05	1.0	0.0	0.009791224059394364	0.0
HOG0000093	Atha__AT3G12720	HOG0000527	Atha__AT4G24660, Atha__AT5G65410	17	0.4057002841377465	0.6785426921950104	4.8179420759117496e-05	0.7067534121491734	2.3778924285945867e-05	0.014662682124276181	0.01875375465704787
HOG0000093	Atha__AT3G12720	HOG0005019	Atha__AT2G31270	19	1.4718164169140964	0.7344000549684057	2.788443588142171e-06	0.6541120344721452	2.7672197202341864e-05	0.0025475681389502615	0.02131275454596645
HOG0000093	Atha__AT3G12720	HOG0011596	Atha__AT4G30580	19	0.5777733013683297	0.6107948323243225	7.767768463075737e-05	0.7239919975377038	3.889959117183733e-06	0.01936075136709858	0.0036768832685357433
