GeneA_HOG	GeneA_ID	GeneB_HOG	GeneB_ID	Overlapping_branches	Slope	P_R2	P_Pval	S_R2	S_Pval	P_FDR_Corrected_Pval	S_FDR_Corrected_Pval
HOG0000053	Atha__AT1G77950, Atha__AT1G77980, Atha__AT1G22130	HOG0004714		10	0.6724042398992274	0.8638286287976453	9.961999040175614e-05	0.928595041322314	7.320974809529922e-06	0.029703765781217303	0.001801040607644237
HOG0000097	Atha__AT1G28310	HOG0007144	Atha__AT3G09350, Atha__AT5G02150	6	0.2730619557664394	0.984847894485447	8.653344657341717e-05	1.0	0.0	0.027537942144391838	0.0
HOG0000153	Atha__AT1G28360	HOG0007428	Atha__AT1G15500, Atha__AT1G80300	10	0.101168085235518	0.9368041538008346	4.476068762778752e-06	0.8824609733700641	5.484052998513666e-05	0.004008812851190124	0.011987143096842868
HOG0000216	Atha__AT3G16770	HOG0013928	Atha__AT5G63290	13	0.920666216120934	0.8420596793969799	9.870552703127296e-06	0.7922956164714408	4.565437440744702e-05	0.007088256050852492	0.010129970418709196
HOG0000253	Atha__AT2G28590	HOG0005216	Atha__AT3G12400, Atha__AT5G13860	9	0.7657599907552529	0.9692818933244404	1.4964723445982814e-06	0.9344444444444444	2.155031274835775e-05	0.0017743881160466627	0.005106400885982713
HOG0000254	Atha__AT1G20650, Atha__AT1G76370	HOG0012216	Atha__AT1G75350	12	2.4555075094469148	0.8103409682885833	6.58391399664101e-05	0.8012127732407452	8.36658642909172e-05	0.02362169232007667	0.017531540211151192
HOG0000256	Atha__AT3G07070, Atha__AT4G13190, Atha__AT3G24790	HOG0005681	Atha__AT5G15450	9	0.3714864240646884	0.9231915080441124	3.769416883266555e-05	1.0	0.0	0.017005217455194562	0.0
HOG0000256	Atha__AT3G07070, Atha__AT4G13190, Atha__AT3G24790	HOG0009679	Atha__AT3G07560	9	0.6982536811200608	0.9275946609809056	3.060169467949427e-05	0.9344444444444444	2.155031274835775e-05	0.014984046955894064	0.005106400885982713
HOG0000256	Atha__AT3G07070, Atha__AT4G13190, Atha__AT3G24790	HOG0012098	Atha__AT4G01940	9	1.6168411552881816	0.9308247932935888	2.60492349858836e-05	0.9669444444444444	1.9361963037459243e-06	0.013543954524765483	0.0004866780489042003
HOG0000256	Atha__AT3G07070, Atha__AT4G13190, Atha__AT3G24790	HOG0014390	Atha__AT4G21070	9	1.316265500274035	0.9571359442981074	4.8264888881907855e-06	0.9344444444444444	2.155031274835775e-05	0.0042314516850160844	0.005106400885982713
HOG0000256	Atha__AT3G07070, Atha__AT4G13190, Atha__AT3G24790	HOG0014700	Atha__AT3G16990	9	1.1754617505747766	0.9318197466005176	2.475113662970719e-05	0.9025	8.762523965086177e-05	0.013108193399073854	0.018176497976582304
HOG0000285	Atha__AT2G24430	HOG0010254	Atha__AT1G17140, Atha__AT1G78430	17	1.7082185764387985	0.7572160183655103	5.6017751452685495e-06	0.6862985390234526	3.992311055905374e-05	0.004717110527110507	0.008936466575131283
HOG0000285	Atha__AT2G24430	HOG0013614	Atha__AT3G14170	17	1.3250011511933728	0.7625368421545312	4.729822734111445e-06	0.6621491733948481	7.068933644044626e-05	0.004176369837523716	0.015045353380106779
HOG0000285	Atha__AT2G24430	HOG0014211	Atha__AT2G32415	17	0.6170005522609008	0.6763464051856133	5.077321931685085e-05	0.6621491733948481	7.068933644044626e-05	0.020323840833436625	0.015045353380106779
HOG0000285	Atha__AT2G24430	HOG0014629	Atha__AT3G53360	14	1.0805055578055909	0.7480864908127581	6.514630094861353e-05	0.7689940828402366	3.829698105449934e-05	0.023478761378819952	0.008635585965571914
HOG0000286	Atha__AT3G18400	HOG0002034	Atha__AT3G54320	16	1.3391017082762044	0.6755286469811271	9.381347186002277e-05	0.7889619377162629	4.326250867975576e-06	0.028770191859044378	0.00107790230388643
HOG0000286	Atha__AT3G18400	HOG0011918	Atha__AT2G29630	16	0.4423090545217813	0.6748484436602279	9.52388898560457e-05	0.6782006920415226	8.839139363842143e-05	0.029001791297538645	0.018303284723334295
HOG0000305	Atha__AT3G58100	HOG0010306	Atha__AT1G23820, Atha__AT1G70310	18	0.1952393716967151	0.6451061822693774	5.9785605718873806e-05	0.6697285616761506	3.3103070471624634e-05	0.02236191774275077	0.007530719589376571
HOG0000305	Atha__AT3G58100	HOG0011854	Atha__AT2G42120	19	0.2337210072935893	0.6467019736349963	3.329731775242278e-05	0.6512773160972606	2.971537443478792e-05	0.01581420640638011	0.006897831544214153
HOG0000305	Atha__AT3G58100	HOG0011972	Atha__AT4G14310	16	0.4037695975721028	0.7060217628812654	4.615334958106105e-05	0.7426384083044981	1.7805184419815055e-05	0.01920479993508429	0.0042814294990728904
HOG0000305	Atha__AT3G58100	HOG0014283	Atha__AT4G28020	16	0.475237119942944	0.7047868669638815	4.756265572366807e-05	0.7224999999999999	3.05226006778498e-05	0.01955080967678225	0.007078060050047802
HOG0000305	Atha__AT3G58100	HOG0014261	Atha__AT2G41000	19	0.7116802604847412	0.7555343561359689	1.3612021232245452e-06	0.7602616189596798	1.149903254490044e-06	0.0016470603453471744	0.00029110777446204335
HOG0000305	Atha__AT3G58100	HOG0014601	Atha__AT3G27640	14	0.6211401572836975	0.8696095139338258	1.1764563387874369e-06	0.8642869218693395	1.499525070329149e-06	0.0014642258107397004	0.00037864377141470074
HOG0000307	Atha__AT1G79480	HOG0015139	Atha__AT4G15830	9	0.7017215525760362	0.926496258578529	3.227223931495945e-05	0.9344444444444444	2.155031274835775e-05	0.015499730692216544	0.005106400885982713
HOG0000405	Atha__AT5G17420	HOG0013098	Atha__AT2G42390	16	4.24094452482238	0.9163017239954658	6.261441315864733e-09	0.7224999999999999	3.05226006778498e-05	2.0911517134276197e-05	0.007078060050047802
HOG0000425		HOG0004349	Atha__AT1G31160	3	6.59947067136834	0.9999999852618756	7.728607114360834e-05	1.0	0.0	0.025934000877836327	0.0
HOG0000425		HOG0007249	Atha__AT2G04520	3	1.82645987984048	0.9999999992654748	1.7253750409880948e-05	1.0	0.0	0.01036424364543984	0.0
HOG0000425		HOG0015464	Atha__AT5G58575	3	2.584266159274206	0.999999992306069	5.584113899733897e-05	1.0	0.0	0.021510216402920133	0.0
HOG0000468	Atha__AT4G26090	HOG0004118	Atha__AT3G05620	5	0.2509001900786449	0.9967284161020468	7.94973670476698e-05	0.9999999999999998	1.4042654220543672e-24	0.02631613943843926	3.585311873479032e-22
HOG0000474	Atha__AT4G30320	HOG0009764	Atha__AT5G47180	6	0.9653991794283728	0.987577462116964	5.811111114418178e-05	1.0	0.0	0.022008201502429214	0.0
HOG0000501	Atha__AT4G00720	HOG0008891	Atha__AT3G60320, Atha__AT1G02110	12	1.062726046991485	0.8310818525257978	3.652144220587113e-05	0.8650300748202849	1.170222792865967e-05	0.01669072497646077	0.002847448811752788
HOG0000501	Atha__AT4G00720	HOG0011919	Atha__AT2G43770	12	0.7629051587109352	0.8369101367948952	3.055398093567433e-05	0.8392097413076437	2.8428045348547105e-05	0.014970435028729584	0.006611066745227513
HOG0000501	Atha__AT4G00720	HOG0012612	Atha__AT5G43670	14	0.9418931136976052	0.7328615372353878	9.342942177215216e-05	0.8159449341866924	9.558659401055548e-06	0.028709910003946702	0.0023406031981275423
HOG0000501	Atha__AT4G00720	HOG0014352	Atha__AT4G19150	10	2.621802094720336	0.8643762954591112	9.800269846193636e-05	0.9053810835629016	2.279854920641689e-05	0.02945091674375084	0.0053661919714982674
HOG0000501	Atha__AT4G00720	HOG0014729	Atha__AT5G15540	14	0.7876143164263408	0.7686939027586726	3.860279170848288e-05	0.8159449341866924	9.558659401055548e-06	0.01724666757258073	0.0023406031981275423
HOG0000534	Atha__AT2G36400, Atha__AT3G52910	HOG0010133	Atha__AT4G37280	4	4.295942960274053	0.9998657298094344	6.71373489946614e-05	1.0	0.0	0.023880337450483277	0.0
HOG0000594	Atha__AT2G18500	HOG0003684	Atha__AT5G41040, Atha__AT3G48720, Atha__AT5G63560	9	0.7433739543163662	0.9638784677612768	2.644287395624261e-06	0.9669444444444444	1.9361963037459243e-06	0.0027172933216089074	0.0004866780489042003
HOG0000600	Atha__AT5G57610	HOG0013963	Atha__AT5G66680	19	0.4677296629848482	0.6303410286986435	4.946177654730833e-05	0.6799015081563556	1.4086328903713012e-05	0.02001408246770058	0.0034075074389886386
HOG0000643	Atha__AT5G58500, Atha__AT1G07090	HOG0004295	Atha__AT2G03480, Atha__AT1G13860	8	2.734712201593718	0.9802212486504004	2.43609598035126e-06	0.9529478458049888	3.3143960262001043e-05	0.0025613976784687967	0.007530719589376571
HOG0000675	Atha__AT1G16030	HOG0013849	Atha__AT5G14220	8	1.4143449565966375	0.9335355307273904	9.4135143099395e-05	0.9529478458049888	3.3143960262001043e-05	0.028826445395430667	0.007530719589376571
HOG0000675	Atha__AT1G16030	HOG0014229	Atha__AT2G21180	8	5.67730387809511	0.978578954074074	3.09664836903467e-06	0.9529478458049888	3.3143960262001043e-05	0.003060994030554039	0.007530719589376571
HOG0000716	Atha__AT1G65910	HOG0015802	Atha__AT3G19630	14	0.6760749394042028	0.774257548260272	3.325647917151936e-05	0.8159449341866924	9.558659401055548e-06	0.01579985731169316	0.0023406031981275423
HOG0000727	Atha__AT1G79580	HOG0014291	Atha__AT4G24090	11	0.8434683760820106	0.913685742095784	4.376089869723318e-06	0.9111570247933886	4.988898739949763e-06	0.003946627406688854	0.0012388602644003495
HOG0000727	Atha__AT1G79580	HOG0015526		5	5.763425119040952	0.9999155584069412	3.293324257815431e-07	0.9999999999999998	1.4042654220543672e-24	0.0005334950286765312	3.585311873479032e-22
HOG0000734	Atha__AT5G10510, Atha__AT5G65510	HOG0018565	Atha__AT3G26630	6	0.7604086046330031	0.9867685858991554	6.594309739766853e-05	1.0	0.0	0.02364369842452332	0.0
HOG0000751	Atha__AT4G28950	HOG0011539	Atha__AT5G55000	16	1.741148731915121	0.7038269408393166	4.868373300854532e-05	0.8529065743944636	3.343900010040696e-07	0.01983318631385061	8.505205715643385e-05
HOG0000751	Atha__AT4G28950	HOG0014421	Atha__AT1G56570	11	3.4210117450578084	0.9321428822370316	1.4702169394995545e-06	0.8938842975206611	1.118303770149319e-05	0.0017502839532658496	0.0027262508457257884
HOG0000754	Atha__AT5G45970	HOG0010868	Atha__AT2G01110	8	1.4089183838999568	0.9598684711772262	2.0509437534105863e-05	0.9529478458049888	3.3143960262001043e-05	0.011589968226916193	0.007530719589376571
HOG0000755	Atha__AT2G18700	HOG0010715		8	0.9379064467382444	0.9613227125026662	1.8349314814247414e-05	0.9529478458049888	3.3143960262001043e-05	0.01079339772607878	0.007530719589376571
HOG0000755	Atha__AT2G18700	HOG0013300	Atha__AT1G60160	9	0.386754635776837	0.9433396288085548	1.28888632420445e-05	0.9025	8.762523965086177e-05	0.008516406553481294	0.018176497976582304
