GeneA_HOG	GeneA_ID	GeneB_HOG	GeneB_ID	Overlapping_branches	Slope	P_R2	P_Pval	S_R2	S_Pval	P_FDR_Corrected_Pval	S_FDR_Corrected_Pval
HOG0000033	Atha__AT1G01370	HOG0007285	Atha__AT4G15770	6	0.3972408808145199	0.9969954904807689	3.388550027834081e-06	1.0	0.0	0.008297264613339399	0.0
HOG0000051		HOG0000986	Atha__AT4G23650	4	0.0952031938660175	0.9998172962787848	9.135603357002252e-05	1.0	0.0	0.04650601440415271	0.0
HOG0000064	Atha__AT4G36470	HOG0006948	Atha__AT2G30440, Atha__AT1G06870	9	0.9363273881484964	0.977912878951211	4.700935425381566e-07	0.9344444444444444	2.155031274835775e-05	0.0027309446583901544	0.0004552599996421692
HOG0000064	Atha__AT4G36470	HOG0008953	Atha__AT3G06540	8	0.7587129043262432	0.9871188012316356	6.71162889889839e-07	1.0	0.0	0.0033448141468852832	0.0
HOG0000064	Atha__AT4G36470	HOG0012578	Atha__AT1G03150	9	0.4960613577349178	0.9033364646064443	8.499210503387553e-05	0.9344444444444444	2.155031274835775e-05	0.04498563036566585	0.0004552599996421692
HOG0000102	Atha__AT5G17420	HOG0002094	Atha__AT1G27630	4	6.1577724282575055	0.9998866594190964	5.667189630376158e-05	1.0	0.0	0.037090753571770885	0.0
HOG0000102	Atha__AT5G17420	HOG0011195	Atha__AT5G35690	4	4.090551302144626	0.9999394595816716	3.0270667320753143e-05	1.0	0.0	0.027106552035265585	0.0
HOG0000103	Atha__AT5G05170	HOG0009830	Atha__AT2G32340, Atha__AT1G05270	6	2.333341688127164	0.9858552406321384	7.538442320406087e-05	1.0	0.0	0.04255678830397504	0.0
HOG0000114		HOG0002411	Atha__AT1G21780	3	1.5604307994817377	0.9999999944553806	4.740410968602493e-05	1.0	0.0	0.033929644232631534	0.0
HOG0000131		HOG0008602	Atha__AT1G10270	3	0.516885652863347	0.9999999971928032	3.373001717494811e-05	1.0	0.0	0.02865025341281216	0.0
HOG0000139	Atha__AT3G60330	HOG0012647	Atha__AT1G32220	9	1.4604751003496257	0.9335715422901084	2.2579587107127924e-05	0.9025	8.762523965086177e-05	0.02324667106121477	0.0018367559349330518
HOG0000167	Atha__AT2G18350	HOG0008955	Atha__AT3G61470	5	0.2453727869069796	0.9966335130670234	8.298382483828323e-05	0.9999999999999998	1.4042654220543672e-24	0.04445649023787761	2.9875515948321713e-23
HOG0000173	Atha__AT2G24430	HOG0006575	Atha__AT3G57000	4	0.2303686149435921	0.9999127024890035	4.364970814674242e-05	1.0	0.0	0.032596830375501144	0.0
HOG0000175	Atha__AT3G04060, Atha__AT5G18270	HOG0004449	Atha__AT5G64870, Atha__AT5G25260, Atha__AT5G25250	3	9.680930721530784	0.999999982640671	8.387771510256593e-05	1.0	0.0	0.044705016364799094	0.0
HOG0000175	Atha__AT3G04060, Atha__AT5G18270	HOG0007292	Atha__AT4G13930, Atha__AT4G13890	3	4.162930344907832	0.999999987796864	7.032598924222385e-05	1.0	0.0	0.04119103862038993	0.0
HOG0000206	Atha__AT2G21100, Atha__AT2G21110, Atha__AT4G38700	HOG0012638	Atha__AT1G54780	9	0.4109646502667201	0.9299847173540954	2.7182788421883557e-05	0.9025	8.762523965086177e-05	0.025637034043232317	0.0018367559349330518
HOG0000232	Atha__AT2G16850, Atha__AT4G35100	HOG0013529	Atha__AT5G24760	6	0.7169168925750359	0.9894670396057572	4.175066217232983e-05	1.0	0.0	0.03185514842286167	0.0
HOG0000232	Atha__AT2G16850, Atha__AT4G35100	HOG0014669	Atha__AT3G05130, Atha__AT5G27330	6	16.72129271981002	0.9893469214153098	4.271006800806906e-05	1.0	0.0	0.03220661182161313	0.0
