GeneA_HOG	GeneA_ID	GeneB_HOG	GeneB_ID	Overlapping_branches	Slope	P_R2	P_Pval	S_R2	S_Pval	P_FDR_Corrected_Pval	S_FDR_Corrected_Pval
HOG0000001	Atha__AT2G27610	HOG0010915	Atha__AT3G05350	7	0.5254772166931843	0.978451613686977	2.33231666523755e-05	1.0	0.0	0.07227159182140953	0.0
HOG0000007	Atha__AT5G09950	HOG0000470	Atha__AT5G13160	6	0.9008717786032372	0.9868163792660486	6.546651590980033e-05	1.0	0.0	0.09692013512620186	0.0
HOG0000007	Atha__AT5G09950	HOG0004178	Atha__AT3G05990	5	1.5755393845737862	0.9975150957565092	5.2611104012867866e-05	0.9999999999999998	1.4042654220543672e-24	0.09077265039908367	2.7152392399797495e-23
HOG0000007	Atha__AT5G09950	HOG0008181	Atha__AT5G08450	5	1.6109137528365225	0.9968732379872074	7.427437009182569e-05	0.9999999999999998	1.4042654220543672e-24	0.10026405455363342	2.7152392399797495e-23
HOG0000007	Atha__AT5G09950	HOG0014193	Atha__AT2G04660	6	1.2858376106072542	0.9838349369596728	9.852383722378228e-05	1.0	0.0	0.10815432316839796	0.0
HOG0000008	Atha__AT4G14850	HOG0009013	Atha__AT1G60995	5	1.460237632552127	0.9972932635028952	5.9815103323038096e-05	0.9999999999999998	1.4042654220543672e-24	0.09452899723879048	2.7152392399797495e-23
HOG0000012	Atha__AT3G13880	HOG0010168	Atha__AT2G46060	4	2.313785588014638	0.9998181720064492	9.091812982853224e-05	1.0	0.0	0.1060521284877062	0.0
HOG0000012	Atha__AT3G13880	HOG0011789	Atha__AT2G37510	6	1.8832277523784688	0.986841982438664	6.52119226842969e-05	1.0	0.0	0.09679230591036925	0.0
HOG0000025	Atha__AT3G63370	HOG0013770	Atha__AT5G52960	6	0.7224064762752919	0.9842977833906068	9.294811363747552e-05	1.0	0.0	0.10676537355502966	0.0
HOG0000028	Atha__AT4G30700	HOG0006021	Atha__AT4G18820, Atha__AT5G45720	5	1.214141112692526	0.99753990102416	5.182491052785817e-05	0.9999999999999998	1.4042654220543672e-24	0.09042335136424244	2.7152392399797495e-23
