GeneA_HOG	GeneA_ID	GeneB_HOG	GeneB_ID	Overlapping_branches	Slope	P_R2	P_Pval	S_R2	S_Pval	P_FDR_Corrected_Pval	S_FDR_Corrected_Pval
HOG0000115		HOG0015700	Atha__AT3G10970	17	0.4366862351662766	0.7250309187141181	1.4516396562849773e-05	0.7828779796232219	2.389164653109702e-06	0.0036181127620088186	0.009911034903994947
HOG0000261	Atha__AT4G02670	HOG0018679		12	1.5908974600940529	0.8388141723179304	2.878497665014768e-05	0.8264462809917357	4.1910446530342335e-05	0.0058751833766811055	0.0491647015188625
HOG0000261	Atha__AT4G02670	HOG0018908	Atha__AT2G35030	14	1.30774406310644	0.734595004476603	8.97629074612538e-05	0.8724791691824659	1.0279787693084366e-06	0.012692386772522627	0.005353451138889409
HOG0000294	Atha__AT3G05620	HOG0016884	Atha__AT5G03860	24	0.6614920144874004	0.6878844744761078	5.452845747338578e-07	0.5399054820415878	4.3313397321628266e-05	0.0002987708089877868	0.04975355374918143
HOG0000528	Atha__AT2G42940	HOG0019604	Atha__AT5G22640	20	0.591911955217956	0.689344938247304	5.89153075994671e-06	0.5951020408163264	6.812469391417078e-05	0.0018792005773448218	0.0597164571531549
HOG0000543		HOG0014209	Atha__AT1G56423	14	1.3276311380511487	0.7401018129653755	7.890862692401597e-05	0.7613041903151794	4.680621207250762e-05	0.011645021154346567	0.051410136976433936
HOG0000625	Atha__AT4G10250	HOG0005502	Atha__AT2G18460	24	0.5421845188921081	0.585471535842586	1.3276858086699458e-05	0.5059538752362946	9.748053906858484e-05	0.0033948730607237117	0.06869951538671006
HOG0000754	Atha__AT1G01310	HOG0014548	Atha__AT4G38500	17	0.1933381211319416	0.6497292628815224	9.34123338674676e-05	0.7699202229911575	3.71678490515902e-06	0.013029158391092048	0.013343452663016645
HOG0000863		HOG0015277	Atha__AT3G01460	18	0.3601879762396717	0.6251239555701076	9.390519895760408e-05	0.7039365852255843	1.3512662470958448e-05	0.01307644651666577	0.028607744645105175
HOG0000882	Atha__AT5G51750	HOG0005781	Atha__AT5G54280, Atha__AT4G27370	26	1.069162856861506	0.5938849029409431	4.106277602567707e-06	0.52680300971583	2.7103645332766643e-05	0.0014358346723198068	0.04052988961956021
HOG0000882	Atha__AT5G51750	HOG0013553	Atha__AT1G71410, Atha__AT1G22870	30	0.8442069251468312	0.6429267826984272	1.0029627110782853e-07	0.6191711715278748	2.513513835948797e-07	7.579420032998955e-05	0.0015808808918116833
HOG0000882	Atha__AT5G51750	HOG0015800	Atha__AT3G22990	26	0.8203051646838959	0.6302000897766282	1.2996774342349522e-06	0.5169241288625904	3.5018161978703056e-05	0.0005946005597425988	0.045283394210672116
HOG0000892	Atha__AT5G56320	HOG0004354	Atha__AT4G33510	21	0.4627594069606485	0.7927326636007345	6.44269809061294e-08	0.5811587114184517	5.892232504961188e-05	5.2546345267497415e-05	0.05628661448060361
HOG0000920	Atha__AT3G03680	HOG0000999	Atha__AT5G54380	20	0.8688271895030455	0.7242120802065253	1.97504211499244e-06	0.6940267963140936	5.123854828137097e-06	0.0008220232981572145	0.016380456418256747
HOG0000920	Atha__AT3G03680	HOG0001732		23	1.3282323522368775	0.6005411905015312	1.4126128729997294e-05	0.6710394241434797	1.7516719369175444e-06	0.003548048412449959	0.008030068803608247
HOG0000920	Atha__AT3G03680	HOG0012921	Atha__AT2G40800, Atha__AT3G56430	27	1.1030257011894309	0.5278370249864169	1.7787005236768837e-05	0.5456861683967912	1.0828197816473328e-05	0.0041933935041943565	0.025397382002577323
HOG0000937	Atha__AT3G47950, Atha__AT5G62670	HOG0013705	Atha__AT3G45740	16	1.119352598043042	0.6832434352947275	7.889476136686438e-05	0.6977162629757786	5.637132062814415e-05	0.011643678461954987	0.05544287362746829
HOG0000937	Atha__AT3G47950, Atha__AT5G62670	HOG0019351	Atha__AT5G57565, Atha__AT5G57630	13	4.256870830969561	0.9519893897589988	1.342005471680665e-08	0.8319043593768868	1.3975552674444554e-05	1.3957803643192793e-05	0.029141441429937263
HOG0000939	Atha__AT3G60330	HOG0015430	Atha__AT3G25430	29	0.9025768976220704	0.6536668733085196	1.1222903097362039e-07	0.5650891795481567	2.5923428998020703e-06	8.321548694251323e-05	0.010494401299829289
HOG0000999	Atha__AT5G54380	HOG0014065	Atha__AT1G27340	23	1.3915976852282348	0.6949407850068375	7.812050729642031e-07	0.6171251308409755	8.943397050556383e-06	0.0003968195207982937	0.022809279023800016
HOG0000999	Atha__AT5G54380	HOG0019102	Atha__AT2G44640	23	1.42380696061883	0.7019044980471825	6.103056009321615e-07	0.6824196597353499	1.2013888040244503e-06	0.00032696427570325543	0.006050125484235012
