GeneA_HOG	GeneA_ID	GeneB_HOG	GeneB_ID	Overlapping_branches	Slope	P_R2	P_Pval	S_R2	S_Pval	P_FDR_Corrected_Pval	S_FDR_Corrected_Pval
HOG0000542	Atha__AT1G80580	HOG0018765	Atha__AT1G77170	22	0.5983546545332643	0.7065536263061722	9.746274914602026e-07	0.6027931021179739	2.157040588884165e-05	0.00040896818855698497	0.02785995196217026
HOG0000546	Atha__AT1G24590	HOG0016846	Atha__AT1G03100	22	0.440681961107579	0.6568940443499137	4.805360818021589e-06	0.6365715152939272	8.661460225642303e-06	0.0013666729451329634	0.01738066238008957
HOG0000546	Atha__AT1G24590	HOG0016924	Atha__AT3G03790	22	0.4876786239983239	0.5928185449803236	2.784240755208384e-05	0.5446456668561597	8.834065762475245e-05	0.004751658441508248	0.05215875037694112
HOG0000569	Atha__AT1G01310	HOG0015507	Atha__AT1G50710	19	0.2394830607657846	0.7327359907273834	2.9433735502539435e-06	0.6428100954139734	3.664141350706946e-05	0.0009459430899588115	0.03549991814338304
HOG0000578	Atha__AT3G13890	HOG0009109	Atha__AT5G66010	16	0.2928859035738222	0.7115377559952871	4.029015472191537e-05	0.6977162629757786	5.637132062814415e-05	0.00612953496965418	0.042782408009373996
HOG0000603	Atha__AT1G24100	HOG0014637	Atha__AT4G16570	24	0.3574613766429091	0.546487806226185	3.677075508473649e-05	0.7336294896030243	9.26929382707582e-08	0.005752817488987564	0.0004859110030540315
HOG0000613	Atha__AT1G16030	HOG0015491	Atha__AT3G47940	17	3.610316607146853	0.7544387175262272	6.110231400688926e-06	0.6701509034986545	5.876012799925565e-05	0.0016271208629349732	0.04351718082471877
HOG0000765	Atha__AT5G45820	HOG0006132	Atha__AT3G06550	29	0.3692927258417224	0.6371856821160815	2.1265438828832909e-07	0.5387415370428786	5.858051733467918e-06	0.00012378015364422414	0.013735907754773832
HOG0000780	Atha__AT3G03680	HOG0004131	Atha__AT5G42120	30	1.2175549091472155	0.507202511194943	1.0141839554993936e-05	0.5173113619013092	7.521440366952315e-06	0.002340587707543765	0.015889372443636585
HOG0000780	Atha__AT3G03680	HOG0009260	Atha__AT5G18260	20	2.7081291300382406	0.6440289501804384	2.0664228417577635e-05	0.6815557691220532	7.39882427109212e-06	0.003875032837842661	0.015781136637712426
